     ID            x            y            V           eV           BV          eBV           VI          eVI           UB          eUB  
   5037    3110.8470    3348.5760      18.1503       0.0107       1.1665       0.0311       1.2853       0.0499       0.5753       0.0403  
   5038    3504.3370    3689.0890      18.0989       0.0099       1.6509       0.0360       1.9738       0.0316       0.7467       0.0516  
   5039    1032.9680     150.7930      18.2187       0.0215       1.0738       0.0539          nan          nan       0.4735       0.0464  
   5040    2780.6350    2375.1550      18.1191       0.0141       1.6472       0.0344       2.0926       0.0329       0.9630       0.0490  
   5041    1149.6590     645.0040      18.1479       0.0197       1.1726       0.0542       1.3204       0.0554       0.4676       0.0471  
   5042    2996.0520    3257.7940      18.1035       0.0107       1.3080       0.0311       1.3213       0.0516       0.4980       0.0379  
   5043     769.7200    1796.8150      18.1074       0.0215       1.1946       0.0655          nan          nan       0.5332       0.0529  
   5044    1540.6090    1952.0380      18.1582       0.0128       1.2117       0.0303       1.2718       0.0487       0.5430       0.0376  
   5045     872.9080    3415.5580      18.1066       0.0121       1.3947       0.0477       1.6534       0.0384       0.6811       0.0550  
   5046    1442.7400    1757.5450      18.2437       0.0196       1.2483       0.0559       1.8334       0.0458       0.4970       0.0581  
   5047    3847.0640    1963.6200          nan       0.0103          nan          nan       1.5211       0.0410          nan          nan  
   5048     828.8100    4099.6620      17.9756       0.0176       1.7716       0.0634          nan          nan       1.1941       0.1201  
   5049     538.3760    1363.8050      18.2170       0.0217       1.0982       0.0573          nan          nan       0.3942       0.0617  
   5050    2345.0830      37.5240          nan       0.0200          nan          nan       1.4266       0.0524          nan          nan  
   5051     970.7440    1943.7680      18.0670       0.0195       1.4605       0.0526       1.5643       0.0455       0.8632       0.0577  
   5052     771.4380    2490.6490      18.1026       0.0155       1.3215       0.0453       1.4860       0.0439       0.5195       0.0424  
   5053    2098.6460    3143.8880      18.1205       0.0092       1.3093       0.0277       1.4221       0.0403       0.3942       0.0360  
   5054    1233.7460    2303.5600      18.2132       0.0165       2.0949       0.0433       2.1574       0.0317       1.0453       0.0803  
   5055    1860.3380     553.0300      18.1331       0.0240       1.7058       0.0642       1.8262       0.0473       0.8064       0.0707  
   5056    1839.9020    2886.0110      18.1322       0.0167       1.2836       0.0379       1.3708       0.0474       0.4500       0.0369  
   5057    3174.2350    2647.3090      18.0587       0.0120       1.4654       0.0326       1.5427       0.0414       0.5812       0.0405  
   5058    1136.3030    2461.4670      18.0766       0.0175       1.3507       0.0427       1.4599       0.0847       0.4814       0.0374  
   5059    3792.9850    3303.0310      18.1223       0.0103       1.3410       0.0314       1.6417       0.0369       0.5127       0.0383  
   5060    1551.5610    2467.0360      18.0946       0.0163       1.3068       0.0423       1.3915       0.0501       0.6155       0.0432  
   5061    2738.0110    1196.1710      18.2080       0.0207       2.0266       0.0525       2.1286       0.0400       1.0090       0.1425  
   5062     328.3700    1281.2880          nan       0.0479          nan          nan       3.1276       0.0739          nan          nan  
   5063    1335.2900     150.6790          nan          nan          nan          nan          nan          nan       1.1686       0.0595  
   5064     601.1200     555.6930      18.2149       0.0191       1.0994       0.0501          nan          nan       0.4265       0.0427  
   5065     854.1530    3117.4100      18.1116       0.0116       1.2934       0.0425       1.4653       0.0405       0.4843       0.0416  
   5066     793.5400    1390.8530      18.1211       0.0213       1.2995       0.0566       1.4446       0.0490       0.5127       0.0507  
   5067    2049.7810    1882.9940      18.0995       0.0128       1.3227       0.0301       1.3897       0.0435       0.5783       0.0313  
   5068    1818.8700     577.2590      18.3950       0.0265       2.1132       0.0872       2.1574       0.0500          nan          nan  
   5069    1630.9290     243.7540      18.1176       0.0212       1.5398       0.0570       1.7155       0.0445       0.7330       0.0592  
   5070    1890.2400    1925.7020      18.0560       0.0106       1.4605       0.0273       1.4374       0.0353       0.5088       0.0326  
   5071     508.0750     692.6970      18.0374       0.0178       1.2958       0.0503          nan          nan       1.0159       0.0532  
   5072     655.7720     146.7350      18.0649       0.0217       1.3324       0.0526          nan          nan       0.6958       0.0519  
   5073    1554.9150    3165.4960      18.0885       0.0104       1.4105       0.0338       1.5265       0.0383       0.6106       0.0428  
   5074    1143.7320     121.1720      18.1553       0.0224       1.1665       0.0529          nan          nan       0.5871       0.0432  
   5075    1529.7210    2689.0510      18.0847       0.0176       1.3922       0.0394       1.5193       0.0486       0.5509       0.0391  
   5076    1325.2060    3937.9720      18.1422       0.0178       1.2556       0.0487       1.5040       0.0492       0.8074       0.0614  
   5077     598.2400      13.8130      18.2619       0.0248       1.0567       0.0600          nan          nan          nan          nan  
   5078    1781.7050    1506.8280      18.0413       0.0156       1.5874       0.0406       1.5985       0.0381       0.6537       0.0455  
   5079    1500.4240     665.1850      18.0917       0.0231       1.5228       0.0588       1.6867       0.0487       0.7447       0.0572  
   5080    1380.2540    3460.2770      18.1126       0.0110       1.4959       0.0409       1.7722       0.0387       1.1911       0.0770  
   5081    3133.2010    2906.0080      18.0728       0.0102       1.4788       0.0289       1.6120       0.0386       0.5127       0.0375  
   5082    2410.9690     886.1530      18.2770       0.0243       2.0547       0.0669       2.1880       0.0482          nan          nan  
   5083     144.3450     269.9450          nan       0.4220          nan          nan       3.5146       0.4611          nan          nan  
   5084    1678.1070    2140.4480      18.1128       0.0132       1.9571       0.0376       2.0485       0.0307       0.8162       0.0645  
   5085     889.8780     602.5010      18.2064       0.0179       1.1360       0.0522          nan          nan       0.3570       0.0457  
   5086     532.7290    3141.7200      18.1513       0.0231       1.2678       0.0461       1.4959       0.0524       0.8181       0.0466  
   5087    2015.6210     849.7660      18.3823       0.0265       2.1950       0.0644       2.3617       0.0462          nan          nan  
   5088    2210.2390    1653.8330      18.0176       0.0137       1.6545       0.0335       1.6408       0.0359       0.7633       0.0493  
   5089    1115.2260     785.5110      18.1186       0.0201       1.3654       0.0551       1.5616       0.0465       0.6106       0.0516  
   5090    2942.7540      -3.5830          nan          nan          nan          nan          nan          nan          nan          nan  
   5091    3383.9920    3074.5350      18.0870       0.0090       1.4459       0.0287       1.5661       0.0396       0.5636       0.0399  
   5092     168.7740    3462.6940      18.1421       0.0182       1.1836       0.0570       1.5373       0.0510       0.6360       0.0495  
   5093    2522.6510    3564.4070      18.0745       0.0108       1.4386       0.0361       1.4482       0.0376       0.7486       0.0460  
   5094    2168.4530    2211.7010      18.0458       0.0190       1.4788       0.0453       1.3357       0.0495       0.9229       0.0730  
   5095     621.5430    3299.6340      18.3132       0.0112       1.4727       0.0484       2.2762       0.0312          nan          nan  
   5096    1479.5800    1239.2090      18.1558       0.0241       1.3044       0.0505       1.5058       0.0575       0.4226       0.0416  
   5097    1220.6460    2745.1770      18.0847       0.0190       1.4215       0.0500          nan          nan       0.3159       0.0461  
   5098    2030.4940    2772.0300      18.0719       0.0185       1.4191       0.0365       1.3465       0.0749       0.8543       0.0625  
   5099     981.8250    3512.3840      18.0964       0.0116       1.4117       0.0412       1.6201       0.0382       0.7584       0.0472  
   5100    2631.8650    1628.8570      18.1216       0.0175       1.2495       0.0453       1.1449       0.0585       0.5127       0.0425  
   5101    2079.8650    3280.4100      18.0761       0.0086       1.7790       0.0270       1.9504       0.0265       0.9434       0.0537  
