#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
10963      2564.71 1596.51 19.427  0.026   1.589   0.058   INDEF   INDEF   INDEF   INDEF  
10964      2005.75 2969.32 19.437  0.021   1.483   0.035   0.273   0.142   INDEF   INDEF  
10965      1569.38 2904.26 19.442  0.025   1.464   0.039   INDEF   INDEF   INDEF   INDEF  
10966      1072.70 2769.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10967      2985.70 2757.95 19.421  0.018   1.631   0.037   INDEF   INDEF   1.732   0.089  
10968      1623.27 145.895 19.398  0.024   1.609   0.043   INDEF   INDEF   INDEF   INDEF  
10969      2859.71 1031.66 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10970      1333.46 2634.95 19.421  0.024   1.517   0.039   INDEF   INDEF   INDEF   INDEF  
10971      1581.93 3614.22 19.467  0.014   1.450   0.034   0.561   0.125   INDEF   INDEF  
10972      3625.50 175.083 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10973      745.655 882.320 19.475  0.023   1.405   0.056   0.518   0.154   INDEF   INDEF  
10974      113.562 3000.33 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10975      1425.39 1949.16 19.356  0.022   1.666   0.036   INDEF   INDEF   INDEF   INDEF  
10976      2939.30 451.299 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10977      1629.65 3370.41 19.487  0.033   1.375   0.052   INDEF   INDEF   INDEF   INDEF  
10978      89.361  1099.84 19.576  0.023   1.147   0.041   INDEF   INDEF   INDEF   INDEF  
10979      3051.47 2280.37 19.344  0.020   1.761   0.034   INDEF   INDEF   1.795   0.081  
10980      3093.84 2459.27 19.369  0.019   1.692   0.034   INDEF   INDEF   INDEF   INDEF  
10981      2865.17 1275.50 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10982      1307.65 43.821  19.466  0.042   1.404   0.054   INDEF   INDEF   INDEF   INDEF  
10983      2825.18 2883.67 19.470  0.017   1.422   0.031   INDEF   INDEF   INDEF   INDEF  
10984      956.248 2173.65 19.446  0.024   1.439   0.042   0.471   0.080   INDEF   INDEF  
10985      317.322 1860.24 19.528  0.024   1.270   0.044   INDEF   INDEF   INDEF   INDEF  
10986      1006.09 542.418 19.314  0.028   1.854   0.053   INDEF   INDEF   INDEF   INDEF  
10987      1245.69 901.995 19.489  0.029   1.374   0.046   INDEF   INDEF   INDEF   INDEF  
10988      2889.55 3254.10 19.457  0.015   1.483   0.032   INDEF   INDEF   INDEF   INDEF  
10989      1851.05 64.990  19.485  0.024   1.388   0.045   INDEF   INDEF   INDEF   INDEF  
10990      466.791 1191.80 19.464  0.025   1.456   0.049   INDEF   INDEF   INDEF   INDEF  
10991      2593.41 2831.00 19.362  0.015   1.878   0.036   INDEF   INDEF   INDEF   INDEF  
10992      3296.54 3238.22 19.496  0.014   1.356   0.032   INDEF   INDEF   INDEF   INDEF  
10993      706.970 3109.91 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10994      2376.23 2469.31 19.349  0.031   1.703   0.049   INDEF   INDEF   1.815   0.136  
10995      396.626 1870.03 19.497  0.026   1.358   0.047   INDEF   INDEF   INDEF   INDEF  
10996      2327.50 2346.76 19.389  0.027   1.662   0.044   INDEF   INDEF   1.701   0.083  
10997      772.502 149.238 19.394  0.026   1.574   0.042   INDEF   INDEF   INDEF   INDEF  
10998      1024.04 3526.51 19.471  0.022   1.445   0.045   INDEF   INDEF   INDEF   INDEF  
10999      1897.76 1298.95 19.341  0.030   1.657   0.045   INDEF   INDEF   INDEF   INDEF  
11000      2819.49 3413.65 19.388  0.016   1.998   0.040   INDEF   INDEF   2.348   0.077  
11001      405.682 721.544 19.526  0.032   1.308   0.046   0.297   0.097   INDEF   INDEF  
11002      160.078 2003.70 19.570  0.022   1.159   0.041   INDEF   INDEF   INDEF   INDEF  
11003      450.263 1453.33 19.579  0.027   1.170   0.045   0.333   0.077   INDEF   INDEF  
11004      142.852 4033.49 19.545  0.028   1.294   0.051   INDEF   INDEF   1.792   0.090  
11005      777.916 145.016 19.577  0.032   1.195   0.051   INDEF   INDEF   INDEF   INDEF  
11006      1835.52 376.047 19.420  0.023   1.659   0.053   INDEF   INDEF   INDEF   INDEF  
11007      1849.57 1865.60 19.378  0.020   1.637   0.033   INDEF   INDEF   INDEF   INDEF  
11008      1562.38 1202.98 19.269  0.030   1.864   0.046   INDEF   INDEF   2.004   0.102  
11009      2329.47 2634.82 19.491  0.023   1.371   0.038   0.363   0.112   INDEF   INDEF  
11010      3408.97 3477.88 19.444  0.019   2.006   0.040   INDEF   INDEF   2.330   0.045  
11011      654.369 2495.97 19.445  0.023   1.606   0.046   INDEF   INDEF   1.674   0.070  
11012      1711.98 2958.41 19.434  0.018   1.561   0.036   INDEF   INDEF   INDEF   INDEF  
11013      1679.34 3631.74 19.411  0.017   1.772   0.039   INDEF   INDEF   2.104   0.110  
11014      2188.15 3170.53 19.412  0.013   1.899   0.042   INDEF   INDEF   INDEF   INDEF  
11015      2496.06 2435.57 19.299  0.030   1.813   0.044   INDEF   INDEF   1.736   0.075  
11016      3682.14 2114.63 19.439  0.015   1.594   0.035   INDEF   INDEF   INDEF   INDEF  
11017      900.343 2497.56 19.378  0.022   1.779   0.043   INDEF   INDEF   1.794   0.091  
11018      1814.11 114.482 19.455  0.023   1.486   0.043   INDEF   INDEF   INDEF   INDEF  
11019      2537.20 329.279 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11020      455.804 2300.18 19.493  0.026   1.390   0.053   INDEF   INDEF   INDEF   INDEF  
11021      1604.08 66.838  19.442  0.024   1.528   0.045   INDEF   INDEF   INDEF   INDEF  
11022      1378.13 1999.13 19.362  0.020   1.701   0.033   INDEF   INDEF   1.724   0.145  
11023      1935.76 1568.65 19.460  0.020   1.481   0.037   INDEF   INDEF   INDEF   INDEF  
11024      1677.16 3058.23 19.451  0.018   1.510   0.036   0.236   0.108   INDEF   INDEF  
11025      2907.41 848.154 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11026      3524.54 2878.01 19.472  0.016   1.463   0.029   INDEF   INDEF   1.662   0.089  
11027      3214.93 737.889 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11028      3392.54 2520.74 19.472  0.017   1.435   0.031   0.581   0.122   1.401   0.125  
11029      1953.36 3125.62 19.438  0.015   1.550   0.030   0.699   0.149   INDEF   INDEF  
11030      2450.49 1978.95 19.453  0.024   1.467   0.038   INDEF   INDEF   INDEF   INDEF  
11031      1634.53 2238.00 19.471  0.017   1.452   0.036   0.434   0.114   INDEF   INDEF  
11032      2738.58 4070.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11033      3117.39 3181.64 19.469  0.014   1.507   0.031   INDEF   INDEF   1.677   0.090  
11034      1936.29 2827.65 19.466  0.022   1.450   0.034   INDEF   INDEF   1.611   0.112  
11035      1325.01 2364.96 19.522  0.021   1.297   0.038   0.641   0.122   1.231   0.168  
11036      3043.31 2953.47 19.498  0.016   1.380   0.031   INDEF   INDEF   INDEF   INDEF  
11037      153.875 391.809 19.523  0.031   1.328   0.047   INDEF   INDEF   INDEF   INDEF  
11038      590.595 809.714 19.530  0.020   1.267   0.040   0.430   0.090   INDEF   INDEF  
11039      3722.75 858.902 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11040      1423.11 2503.68 19.369  0.025   1.650   0.040   INDEF   INDEF   INDEF   INDEF  
11041      3431.06 2317.04 19.440  0.017   1.571   0.034   INDEF   INDEF   INDEF   INDEF  
11042      1995.85 1875.14 19.468  0.044   1.446   0.073   INDEF   INDEF   INDEF   INDEF  
11043      77.516  1751.60 19.544  0.023   1.233   0.049   INDEF   INDEF   INDEF   INDEF  
11044      408.747 2385.48 19.572  0.029   1.184   0.053   INDEF   INDEF   INDEF   INDEF  
11045      1627.37 3786.67 19.508  0.019   1.350   0.036   0.420   0.156   INDEF   INDEF  
11046      2262.86 3041.94 19.487  0.017   1.409   0.030   INDEF   INDEF   INDEF   INDEF  
11047      2215.94 3238.23 19.520  0.014   1.316   0.029   INDEF   INDEF   INDEF   INDEF  
11048      2948.34 3147.48 19.450  0.017   1.542   0.035   INDEF   INDEF   INDEF   INDEF  
11049      3880.76 2216.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11050      2330.20 680.208 19.455  0.031   1.521   0.062   INDEF   INDEF   INDEF   INDEF  
11051      1692.70 1006.15 19.439  0.027   1.668   0.056   INDEF   INDEF   1.650   0.086  
11052      248.919 1339.07 19.565  0.023   1.212   0.041   INDEF   INDEF   INDEF   INDEF  
11053      228.785 1466.64 19.497  0.023   1.393   0.046   INDEF   INDEF   INDEF   INDEF  
11054      2284.79 3623.67 19.473  0.015   1.476   0.034   0.728   0.153   INDEF   INDEF  
11055      302.450 1883.49 19.527  0.024   1.309   0.046   INDEF   INDEF   INDEF   INDEF  
11056      3778.98 3088.91 19.461  0.017   1.565   0.037   INDEF   INDEF   1.759   0.092  
11057      1925.94 3263.95 19.436  0.014   1.657   0.033   INDEF   INDEF   INDEF   INDEF  
11058      326.708 3217.52 19.538  0.022   1.554   0.049   INDEF   INDEF   2.102   0.056  
11059      467.046 2520.92 19.529  0.027   1.305   0.051   INDEF   INDEF   INDEF   INDEF  
11060      2058.86 494.036 19.434  0.029   1.549   0.051   INDEF   INDEF   INDEF   INDEF  
11061      1173.56 4044.86 19.514  0.020   1.339   0.052   INDEF   INDEF   INDEF   INDEF  
11062      2904.71 1589.04 19.411  0.025   1.647   0.044   INDEF   INDEF   1.505   0.086  
11063      48.651  2313.85 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11064      1643.41 2350.14 19.406  0.025   1.578   0.039   INDEF   INDEF   INDEF   INDEF  
11065      833.432 3849.18 20.108  0.123   -0.084  0.211   INDEF   INDEF   INDEF   INDEF  
11066      175.811 437.227 19.543  0.027   1.299   0.041   INDEF   INDEF   INDEF   INDEF  
11067      2149.21 2598.89 19.381  0.025   1.645   0.041   INDEF   INDEF   INDEF   INDEF  
11068      2959.28 3620.28 19.521  0.016   1.321   0.036   INDEF   INDEF   INDEF   INDEF  
11069      2850.51 3193.46 19.448  0.012   1.682   0.031   INDEF   INDEF   1.852   0.072  
11070      1589.52 3516.28 19.502  0.016   1.367   0.047   0.543   0.107   INDEF   INDEF  
11071      928.709 642.187 19.441  0.027   1.530   0.050   0.552   0.161   INDEF   INDEF  
11072      1708.56 2373.37 19.477  0.021   1.472   0.042   INDEF   INDEF   INDEF   INDEF  
11073      2893.19 2383.59 19.455  0.020   1.508   0.036   INDEF   INDEF   INDEF   INDEF  
11074      181.793 2396.88 19.452  0.027   1.538   0.052   INDEF   INDEF   INDEF   INDEF  
11075      1853.74 2716.15 19.518  0.024   1.302   0.051   0.481   0.096   INDEF   INDEF  
11076      1321.30 2741.79 19.449  0.017   1.602   0.039   INDEF   INDEF   INDEF   INDEF  
11077      2594.93 1129.95 19.436  0.027   1.565   0.049   INDEF   INDEF   INDEF   INDEF  
11078      1357.47 3479.03 19.411  0.014   1.852   0.038   INDEF   INDEF   INDEF   INDEF  
11079      3705.47 740.697 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11080      2239.13 3435.99 19.536  0.016   1.286   0.033   INDEF   INDEF   INDEF   INDEF  
11081      3220.63 583.726 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11082      2722.76 1801.80 19.435  0.025   1.574   0.045   INDEF   INDEF   INDEF   INDEF  
11083      79.721  2387.31 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11084      2754.21 2489.59 19.485  0.023   1.431   0.039   INDEF   INDEF   INDEF   INDEF  
11085      1568.31 2489.10 19.461  0.024   1.450   0.035   0.448   0.101   INDEF   INDEF  
11086      59.610  3840.27 19.547  0.027   1.273   0.051   INDEF   INDEF   INDEF   INDEF  
11087      104.889 2395.29 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11088      1677.04 2660.14 19.460  0.027   1.457   0.042   0.517   0.122   INDEF   INDEF  
11089      904.153 3434.86 19.510  0.017   1.386   0.040   INDEF   INDEF   INDEF   INDEF  
11090      3644.41 2192.12 19.444  0.018   1.595   0.034   INDEF   INDEF   1.711   0.099  
11091      2174.11 3867.55 19.472  0.018   1.526   0.047   0.638   0.131   INDEF   INDEF  
11092      3268.82 1789.95 19.344  0.020   2.100   0.040   INDEF   INDEF   2.065   0.059  
11093      2279.95 4003.19 19.504  0.015   1.428   0.044   INDEF   INDEF   INDEF   INDEF  
11094      433.402 2698.49 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11095      2494.54 2249.54 19.383  0.029   1.616   0.043   INDEF   INDEF   INDEF   INDEF  
11096      375.895 2537.20 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11097      1896.58 3657.42 19.418  0.015   1.855   0.040   INDEF   INDEF   INDEF   INDEF  
11098      2631.98 551.415 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11099      2827.99 2125.87 19.446  0.022   1.540   0.038   INDEF   INDEF   INDEF   INDEF  
11100      2878.17 3950.72 19.489  0.021   1.426   0.038   0.526   0.135   INDEF   INDEF  
11101      3023.03 3330.82 19.397  0.016   1.986   0.039   INDEF   INDEF   2.317   0.081  
11102      239.805 2036.13 19.488  0.021   1.480   0.048   INDEF   INDEF   INDEF   INDEF  
11103      511.317 3649.06 19.532  0.019   1.330   0.042   INDEF   INDEF   1.599   0.122  
11104      2623.57 3246.42 19.438  0.018   1.624   0.037   INDEF   INDEF   INDEF   INDEF  
11105      1962.60 2051.57 19.461  0.019   1.503   0.033   INDEF   INDEF   INDEF   INDEF  
11106      1941.77 363.775 19.489  0.027   1.516   0.077   INDEF   INDEF   INDEF   INDEF  
11107      632.443 350.483 19.524  0.026   1.351   0.046   INDEF   INDEF   INDEF   INDEF  
11108      1673.95 3545.25 19.459  0.016   1.578   0.035   INDEF   INDEF   INDEF   INDEF  
11109      1512.64 2325.80 19.434  0.027   1.536   0.042   INDEF   INDEF   INDEF   INDEF  
11110      3399.78 1947.56 19.495  0.017   1.443   0.034   INDEF   INDEF   INDEF   INDEF  
11111      664.266 415.605 19.575  0.030   1.251   0.045   0.510   0.120   INDEF   INDEF  
11112      2176.79 408.175 19.464  0.033   1.555   0.069   INDEF   INDEF   INDEF   INDEF  
11113      63.117  2465.24 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11114      41.652  2013.01 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11115      1720.90 756.568 19.480  0.033   1.691   0.138   INDEF   INDEF   INDEF   INDEF  
11116      1395.17 380.760 19.458  0.030   1.487   0.045   INDEF   INDEF   INDEF   INDEF  
11117      1799.00 2066.49 19.405  0.052   1.551   0.070   INDEF   INDEF   INDEF   INDEF  
11118      2954.64 1643.68 19.352  0.024   1.861   0.044   INDEF   INDEF   1.673   0.087  
11119      1296.13 3276.45 19.650  0.029   1.065   0.048   INDEF   INDEF   INDEF   INDEF  
11120      174.958 1865.31 19.535  0.022   1.322   0.044   INDEF   INDEF   INDEF   INDEF  
11121      2378.93 1034.66 19.385  0.031   1.660   0.047   INDEF   INDEF   1.513   0.088  
11122      1846.45 2300.46 19.489  0.018   1.460   0.038   0.385   0.123   INDEF   INDEF  
11123      452.916 740.597 19.522  0.026   1.346   0.044   0.903   0.188   INDEF   INDEF  
11124      3495.60 1233.61 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11125      1428.11 1221.75 19.427  0.030   1.525   0.046   0.495   0.109   INDEF   INDEF  
11126      1908.58 3508.80 19.388  0.020   1.866   0.045   INDEF   INDEF   INDEF   INDEF  
11127      458.114 2038.00 19.487  0.020   1.493   0.045   INDEF   INDEF   INDEF   INDEF  
11128      196.090 3055.78 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11129      3392.96 2071.37 19.405  0.016   1.884   0.041   INDEF   INDEF   INDEF   INDEF  
11130      2884.92 1911.78 19.445  0.020   1.606   0.040   INDEF   INDEF   1.412   0.190  
11131      2756.73 1882.87 19.392  0.024   1.836   0.052   INDEF   INDEF   INDEF   INDEF  
11132      1936.41 2277.72 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11133      659.601 716.328 19.581  0.026   1.218   0.044   0.537   0.151   INDEF   INDEF  
11134      575.357 3590.38 20.177  0.072   0.714   0.093   INDEF   INDEF   2.730   0.094  
11135      3865.35 3125.68 19.504  0.018   1.413   0.036   0.706   0.140   INDEF   INDEF  
11136      781.571 3722.32 19.523  0.027   1.369   0.052   INDEF   INDEF   INDEF   INDEF  
11137      1132.31 3125.29 19.507  0.020   1.557   0.041   INDEF   INDEF   2.042   0.065  
11138      180.941 595.250 19.365  0.026   1.696   0.040   INDEF   INDEF   INDEF   INDEF  
11139      2292.10 2804.07 19.528  0.027   1.361   0.040   INDEF   INDEF   INDEF   INDEF  
11140      259.729 948.868 19.531  0.036   1.355   0.054   INDEF   INDEF   INDEF   INDEF  
11141      2752.65 294.522 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11142      436.984 1298.82 19.556  0.028   1.269   0.050   0.540   0.134   INDEF   INDEF  
11143      2020.97 2776.38 19.495  0.026   1.410   0.037   0.380   0.098   INDEF   INDEF  
11144      1290.08 3842.48 19.569  0.019   1.230   0.038   INDEF   INDEF   INDEF   INDEF  
11145      1528.99 366.806 19.645  0.031   2.284   0.065   INDEF   INDEF   2.558   0.050  
11146      2602.82 3844.53 19.499  0.019   1.559   0.036   INDEF   INDEF   2.143   0.067  
11147      1896.90 2811.60 19.513  0.022   1.393   0.035   INDEF   INDEF   INDEF   INDEF  
11148      267.333 4034.47 19.564  0.025   1.254   0.050   INDEF   INDEF   INDEF   INDEF  
11149      2351.61 3715.14 19.532  0.017   1.330   0.037   0.773   0.149   INDEF   INDEF  
11150      3052.29 3934.43 19.468  0.025   1.528   0.046   INDEF   INDEF   INDEF   INDEF  
11151      2767.78 2018.38 19.420  0.022   1.630   0.038   INDEF   INDEF   INDEF   INDEF  
11152      208.400 2215.39 19.567  0.025   1.250   0.050   0.264   0.086   INDEF   INDEF  
11153      3806.41 1454.89 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11154      1075.35 927.655 19.618  0.022   1.191   0.040   -0.086  0.072   INDEF   INDEF  
11155      131.467 1760.28 19.539  0.023   1.334   0.041   INDEF   INDEF   INDEF   INDEF  
11156      2253.19 2647.07 19.443  0.029   1.533   0.044   INDEF   INDEF   INDEF   INDEF  
11157      3375.78 131.952 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
11158      2338.00 2759.04 19.522  0.022   1.379   0.037   INDEF   INDEF   INDEF   INDEF  
11159      2103.96 3477.10 19.408  0.014   1.834   0.033   INDEF   INDEF   INDEF   INDEF  
11160      2044.83 3177.78 19.560  0.013   1.242   0.028   0.515   0.096   INDEF   INDEF  
11161      886.507 3553.90 19.527  0.019   1.370   0.045   INDEF   INDEF   INDEF   INDEF  
11162      1004.64 4005.25 19.533  0.023   1.350   0.047   INDEF   INDEF   INDEF   INDEF  
11163      2566.24 1759.12 19.463  0.025   1.525   0.043   INDEF   INDEF   INDEF   INDEF  
11164      3406.18 2037.19 19.425  0.017   1.857   0.038   INDEF   INDEF   1.859   0.071  
11165      1496.21 2899.05 19.475  0.020   1.505   0.040   0.673   0.131   INDEF   INDEF  
11166      467.952 1474.74 19.550  0.024   1.295   0.045   0.364   0.095   INDEF   INDEF  
11167      408.618 3574.34 19.613  0.025   1.998   0.055   INDEF   INDEF   2.577   0.047  
11168      2258.83 2167.03 19.511  0.039   1.392   0.058   0.310   0.130   INDEF   INDEF  
11169      2088.65 1817.23 19.444  0.019   1.606   0.036   INDEF   INDEF   INDEF   INDEF  
11170      164.606 649.329 19.554  0.028   1.315   0.045   INDEF   INDEF   INDEF   INDEF  
11171      2804.53 2391.87 19.417  0.019   1.657   0.034   INDEF   INDEF   INDEF   INDEF  
11172      1952.10 2272.20 19.462  0.023   1.581   0.043   INDEF   INDEF   1.566   0.111  
11173      2405.78 2607.97 19.398  0.025   1.627   0.038   INDEF   INDEF   INDEF   INDEF  
